$PNNN,133032,A,3653.2074,N,01011.2422,E,000.0,000.0,150503,013.7,
$PNNN,133231,A,3653.2074,N,01011.2422,E,000.0,000.0,150503,013.7,
$PNNN,133331,A,3653.2074,N,01011.2422,E,000.0,000.0,150503,013.7,
$PNNN,133437,A,3653.2074,N,01011.2422,E,000.0,000.0,150503,013.7,
$PNNN,133537,A,3653.2074,N,01011.2422,E,000.0,000.0,150503,013.7,
$PNNN,133637,A,3653.2074,N,01011.2422,E,000.0,000.0,150503,013.7,
$PNNN,133737,A,3653.1804,N,01011.1331,E,000.0,000.0,150503,013.7,
$PNNN,133837,A,3653.0101,N,01011.0643,E,000.0,000.0,150503,013.7,
$PNNN,133937,A,3652.8000,N,01011.1244,E,000.0,000.0,150503,013.7,
$PNNN,134037,A,3652.5160,N,01011.1539,E,000.0,000.0,150503,013.7,
$PNNN,134137,A,3652.3558,N,01011.3254,E,000.0,000.0,150503,013.7,
$PNNN,134237,A,3651.9330,N,01011.9349,E,000.0,000.0,150503,013.7,
$PNNN,134337,A,3651.7904,N,01012.0782,E,000.0,000.0,150503,013.7,
$PNNN,134544,A,3651.5588,N,01012.1652,E,000.0,000.0,150503,013.7,
$PNNN,134644,A,3651.5583,N,01012.1652,E,000.0,000.0,150503,013.7,
$PNNN,134744,A,3651.5425,N,01012.2345,E,000.0,000.0,150503,013.7,
$PNNN,134844,A,3651.5645,N,01012.3178,E,000.0,000.0,150503,013.7,
$PNNN,134952,A,3651.6998,N,01012.6398,E,000.0,000.0,150503,013.7,
$PNNN,135052,A,3651.9257,N,01013.1368,E,000.0,000.0,150503,013.7,
$PNNN,135152,A,3652.1209,N,01013.5975,E,000.0,000.0,150503,013.7,
$PNNN,135353,A,3652.5075,N,01014.7164,E,000.0,000.0,150503,013.7,
$PNNN,135453,A,3652.7192,N,01014.9657,E,000.0,000.0,150503,013.7,
$PNNN,135553,A,3652.8270,N,01015.5607,E,000.0,000.0,150503,013.7,
$PNNN,135653,A,3652.5730,N,01016.0990,E,000.0,000.0,150503,013.7,
$PNNN,135753,A,3652.3411,N,01016.7983,E,000.0,000.0,150503,013.7,
$PNNN,135853,A,3652.0202,N,01017.3226,E,000.0,000.0,150503,013.7,
$PNNN,135953,A,3651.8518,N,01017.6419,E,000.0,000.0,150503,013.7,
$PNNN,140053,A,3651.7183,N,01017.6213,E,000.0,000.0,150503,013.7,
$PNNN,140153,A,3652.0346,N,01018.3199,E,000.0,000.0,150503,013.7,
$PNNN,140253,A,3652.2088,N,01018.7182,E,000.0,000.0,150503,013.7,
$PNNN,140353,A,3652.3699,N,01019.0720,E,000.0,000.0,150503,013.7,
$PNNN,140453,A,3652.5224,N,01019.4186,E,000.0,000.0,150503,013.7,
$PNNN,140553,A,3652.5968,N,01019.5997,E,000.0,000.0,150503,013.7,
$PNNN,140653,A,3652.4217,N,01019.8936,E,000.0,000.0,150503,013.7,
$PNNN,140758,A,3652.3418,N,01020.1024,E,000.0,000.0,150503,013.7,
$PNNN,140858,A,3652.2889,N,01020.0759,E,000.0,000.0,150503,013.7,
$PNNN,140958,A,3652.2871,N,01020.0782,E,000.0,000.0,150503,013.7,
$PNNN,141058,A,3652.2875,N,01020.0783,E,000.0,000.0,150503,013.7,
$PNNN,141158,A,3652.2875,N,01020.0779,E,000.0,000.0,150503,013.7,
$PNNN,141258,A,3652.2875,N,01020.0784,E,000.0,000.0,150503,013.7,
$PNNN,141358,A,3652.3459,N,01020.0902,E,000.0,000.0,150503,013.7,
$PNNN,141458,A,3652.3459,N,01020.0902,E,000.0,000.0,150503,013.7,
$PNNN,141558,A,3652.6107,N,01019.6366,E,000.0,000.0,150503,013.7,
$PNNN,141658,A,3652.4221,N,01019.1825,E,000.0,000.0,150503,013.7,
$PNNN,141758,A,3652.3400,N,01019.0144,E,000.0,000.0,150503,013.7,
$PNNN,141858,A,3652.2294,N,01018.7662,E,000.0,000.0,150503,013.7,
$PNNN,141958,A,3652.1022,N,01018.4622,E,000.0,000.0,150503,013.7,
$PNNN,142058,A,3652.1022,N,01018.4622,E,000.0,000.0,150503,013.7,
$PNNN,142158,A,3651.9019,N,01017.5277,E,000.0,000.0,150503,013.7,
$PNNN,142303,A,3651.9019,N,01017.5277,E,000.0,000.0,150503,013.7,
$PNNN,142403,A,3651.9019,N,01017.5277,E,000.0,000.0,150503,013.7,
$PNNN,142503,A,3651.9019,N,01017.5277,E,000.0,000.0,150503,013.7,
$PNNN,142603,A,3652.8588,N,01015.0947,E,000.0,000.0,150503,013.7,
$PNNN,142703,A,3652.5279,N,01014.7394,E,000.0,000.0,150503,013.7,
$PNNN,142904,A,3652.2033,N,01013.7936,E,000.0,000.0,150503,013.7,
$PNNN,143004,A,3651.9726,N,01013.2586,E,000.0,000.0,150503,013.7,
$PNNN,143104,A,3651.7089,N,01012.6623,E,000.0,000.0,150503,013.7,
$PNNN,143204,A,3651.5904,N,01012.4004,E,000.0,000.0,150503,013.7,
$PNNN,143304,A,3651.5627,N,01012.3169,E,000.0,000.0,150503,013.7,
$PNNN,143404,A,3651.5467,N,01012.2634,E,000.0,000.0,150503,013.7,
$PNNN,143504,A,3651.7304,N,01012.1220,E,000.0,000.0,150503,013.7,
$PNNN,143604,A,3651.8790,N,01012.0239,E,000.0,000.0,150503,013.7,
$PNNN,143704,A,3652.2216,N,01011.5458,E,000.0,000.0,150503,013.7,
$PNNN,143804,A,3652.6018,N,01011.1635,E,000.0,000.0,150503,013.7,
