$PNNN,121634,A,3650.0606,N,01008.8467,E,0000,0000,152949.0,
$PNNN,121634,A,3650.0609,N,01008.8486,E,0000,0000,152951.0,
$PNNN,121634,A,3650.0619,N,01008.8507,E,0000,0000,152953.0,
$PNNN,121634,A,3650.0638,N,01008.8530,E,0000,0000,152955.0,
$PNNN,121634,A,3650.0677,N,01008.8536,E,0000,0000,152957.0,
$PNNN,121634,A,3650.0711,N,01008.8528,E,0000,0000,152959.0,
$PNNN,121634,A,3650.0752,N,01008.8514,E,0000,0000,153001.0,
$PNNN,121634,A,3650.0793,N,01008.8501,E,0000,0000,153003.0,
$PNNN,121634,A,3650.0827,N,01008.8497,E,0000,0000,153005.0,
$PNNN,121634,A,3650.0857,N,01008.8491,E,0000,0000,153007.0,
$PNNN,121634,A,3650.0874,N,01008.8491,E,0000,0000,153009.0,
$PNNN,121634,A,3650.0890,N,01008.8499,E,0000,0000,153011.0,
$PNNN,121634,A,3650.0893,N,01008.8504,E,0000,0000,153013.0,
$PNNN,121634,A,3650.0905,N,01008.8533,E,0000,0000,153015.0,
$PNNN,121634,A,3650.0909,N,01008.8600,E,0000,0000,153017.0,
$PNNN,121634,A,3650.0903,N,01008.8669,E,0000,0000,153019.0,
$PNNN,121634,A,3650.0887,N,01008.8736,E,0000,0000,153021.0,
$PNNN,121634,A,3650.0833,N,01008.8780,E,0000,0000,153023.0,
$PNNN,121634,A,3650.0763,N,01008.8782,E,0000,0000,153025.0,
$PNNN,121634,A,3650.0680,N,01008.8780,E,0000,0000,153027.0,
$PNNN,121634,A,3650.0600,N,01008.8780,E,0000,0000,153029.0,
$PNNN,121634,A,3650.0538,N,01008.8777,E,0000,0000,153031.0,
$PNNN,121634,A,3650.0468,N,01008.8779,E,0000,0000,153033.0,
$PNNN,121634,A,3650.0405,N,01008.8780,E,0000,0000,153035.0,
$PNNN,121634,A,3650.0353,N,01008.8780,E,0000,0000,153037.0,
$PNNN,121634,A,3650.0305,N,01008.8782,E,0000,0000,153039.0,
$PNNN,121634,A,3650.0231,N,01008.8783,E,0000,0000,153041.0,
$PNNN,121634,A,3650.0146,N,01008.8781,E,0000,0000,153043.0,
$PNNN,121634,A,3650.0055,N,01008.8782,E,0000,0000,153045.0,
$PNNN,121634,A,3649.9971,N,01008.8784,E,0000,0000,153047.0,
$PNNN,121634,A,3649.9892,N,01008.8787,E,0000,0000,153049.0,
$PNNN,121634,A,3649.9812,N,01008.8781,E,0000,0000,153051.0,
$PNNN,121634,A,3649.9717,N,01008.8781,E,0000,0000,153053.0,
$PNNN,121634,A,3649.9623,N,01008.8780,E,0000,0000,153055.0,
$PNNN,121634,A,3649.9532,N,01008.8776,E,0000,0000,153057.0,
$PNNN,121634,A,3649.9448,N,01008.8774,E,0000,0000,153059.0,
$PNNN,121634,A,3649.9341,N,01008.8774,E,0000,0000,153101.0,
$PNNN,121634,A,3649.9237,N,01008.8775,E,0000,0000,153103.0,
$PNNN,121634,A,3649.9157,N,01008.8775,E,0000,0000,153105.0,
$PNNN,121634,A,3649.9070,N,01008.8774,E,0000,0000,153107.0,
